1862;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1862;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
6387;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
6387;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
6387;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
4753;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
4753;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
4753;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
5292;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
5292;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
5292;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
4236;BACKSTROKE;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Backstroke VM;
4236;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
4236;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;DM;
4558;BACKSTROKE;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
4558;BACKSTROKE;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
4558;BACKSTROKE;2012-12-12T00:01:37;100;5;Flot;DM;
1862;BACKSTROKE;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1862;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1862;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
6387;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
6387;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
6387;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
4753;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
4753;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
4753;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
5292;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
5292;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
5292;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1515;CRAWL;2022-05-25T00:01:18;250;3;Bronze til os wooooo;Valby Mesterskab;
1515;CRAWL;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1515;CRAWL;2012-12-12T00:01:10;100;2;Flot;DM;
1516;CRAWL;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1516;CRAWL;2012-12-12T00:01:42;100;7;Flot;Valby Mesterskab;
1516;CRAWL;2012-12-12T00:01:37;100;5;Flot;DM;
1517;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1517;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1517;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1518;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1518;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1518;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1519;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1519;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1519;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1515;BUTTERFLY;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Butterfly VM;
1515;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1515;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;DM;
1516;BUTTERFLY;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1516;BUTTERFLY;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1516;BUTTERFLY;2012-12-12T00:01:37;100;5;Flot;DM;
1517;BUTTERFLY;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1517;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1517;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1518;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1518;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1518;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1519;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1519;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1519;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1515;BACKSTROKE;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Backstroke VM;
1515;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1515;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;DM;
1516;BACKSTROKE;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1516;BACKSTROKE;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1516;BACKSTROKE;2012-12-12T00:01:37;100;5;Flot;DM;
1517;BACKSTROKE;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1517;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1517;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1518;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1518;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1518;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1519;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1519;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1519;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1520;CRAWL;2022-05-25T00:01:18;250;3;Bronze til os wooooo;Valby Mesterskab;
1520;CRAWL;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1520;CRAWL;2012-12-12T00:01:10;100;2;Flot;DM;
1521;CRAWL;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1521;CRAWL;2012-12-12T00:01:42;100;7;Flot;Valby Mesterskab;
1521;CRAWL;2012-12-12T00:01:37;100;5;Flot;DM;
1522;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1522;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1522;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1523;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1523;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1523;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1524;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1524;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1524;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1520;BUTTERFLY;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Butterfly VM;
1520;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1520;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;DM;
1521;BUTTERFLY;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1521;BUTTERFLY;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1521;BUTTERFLY;2012-12-12T00:01:37;100;5;Flot;DM;
1522;BUTTERFLY;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1522;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1522;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1523;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1523;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1523;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1524;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1524;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1524;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1520;BACKSTROKE;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Backstroke VM;
1520;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1520;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;DM;
1521;BACKSTROKE;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1521;BACKSTROKE;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1521;BACKSTROKE;2012-12-12T00:01:37;100;5;Flot;DM;
1522;BACKSTROKE;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1522;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1522;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1523;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1523;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1523;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1524;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1524;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1524;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1525;CRAWL;2022-05-25T00:01:18;250;3;Bronze til os wooooo;Valby Mesterskab;
1525;CRAWL;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1525;CRAWL;2012-12-12T00:01:10;100;2;Flot;DM;
1526;CRAWL;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1526;CRAWL;2012-12-12T00:01:42;100;7;Flot;Valby Mesterskab;
1526;CRAWL;2012-12-12T00:01:37;100;5;Flot;DM;
1527;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1527;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1527;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1528;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1528;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1528;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1529;CRAWL;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1529;CRAWL;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1529;CRAWL;2012-12-12T00:01:25;100;5;Flot;DM;
1525;BUTTERFLY;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Butterfly VM;
1525;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1525;BUTTERFLY;2012-12-12T00:01:10;100;2;Flot;DM;
1526;BUTTERFLY;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1526;BUTTERFLY;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1526;BUTTERFLY;2012-12-12T00:01:37;100;5;Flot;DM;
1527;BUTTERFLY;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1527;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1527;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1528;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1528;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1528;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1529;BUTTERFLY;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1529;BUTTERFLY;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1529;BUTTERFLY;2012-12-12T00:01:25;100;5;Flot;DM;
1525;BACKSTROKE;2022-05-25T00:01:05;250;3;Bronze til os wooooo;Backstroke VM;
1525;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;Valby Mesterskab;
1525;BACKSTROKE;2012-12-12T00:01:10;100;2;Flot;DM;
1526;BACKSTROKE;2022-05-25T00:01:02;250;6;OK;Valby Mesterskab;
1526;BACKSTROKE;2012-12-12T00:01:06;100;7;Flot;Valby Mesterskab;
1526;BACKSTROKE;2012-12-12T00:01:37;100;5;Flot;DM;
1527;BACKSTROKE;2022-05-25T00:01:03;250;3;OK;Valby Mesterskab;
1527;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1527;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1528;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1528;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1528;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
1529;BACKSTROKE;2022-05-25T00:01:15;250;3;OK;Valby Mesterskab;
1529;BACKSTROKE;2012-12-12T00:01:22;100;5;Flot;Valby Mesterskab;
1529;BACKSTROKE;2012-12-12T00:01:25;100;5;Flot;DM;
